DATE,ARR_PUN_DY,DEP_PUN_DY,day_of_week,month,week,LHR_ARR_DELAY_MIN,LHR_DEP_DELAY_MIN
2018-03-08,0.781593406593407,0.741027125372147,3,3,10,21.840659340659297,25.8972874627853
2018-03-09,0.791147940148451,0.750669080604534,4,3,10,20.885205985154897,24.933091939546603
2018-03-10,0.796470128092304,0.739725357963153,5,3,10,20.3529871907696,26.0274642036847
2018-03-11,0.759425416271245,0.703066534772698,6,3,10,24.057458372875494,29.693346522730202
2018-03-12,0.829350291639663,0.78269887750122,0,3,11,17.064970836033698,21.730112249877997
2018-03-13,0.863990845130118,0.829762864293895,1,3,11,13.600915486988196,17.0237135706105
2018-03-14,0.833548333402688,0.802172646299842,2,3,11,16.645166659731203,19.782735370015804
2018-03-15,0.800921063262503,0.757600128679427,3,3,11,19.907893673749697,24.239987132057294
2018-03-16,0.778824078757928,0.730673316708229,4,3,11,22.117592124207196,26.9326683291771
2018-03-17,0.708945193887202,0.634420361900974,5,3,11,29.1054806112798,36.5579638099026
2018-03-18,0.640391254315305,0.582121868233838,6,3,11,35.96087456846951,41.7878131766162
2018-03-19,0.713928643418666,0.661302062272544,0,3,12,28.607135658133398,33.8697937727456
2018-03-20,0.787621461765948,0.734464950897392,1,3,12,21.237853823405196,26.553504910260795
2018-03-21,0.820673257414591,0.76928553480191,2,3,12,17.932674258540903,23.071446519809
2018-03-22,0.70576262562015,0.650025193147464,3,3,12,29.423737437984997,34.9974806852536
2018-03-23,0.761117578579744,0.697092209609703,4,3,12,23.888242142025597,30.2907790390297
2018-03-24,0.813825721383528,0.739368020907579,5,3,12,18.617427861647194,26.0631979092421
2018-03-25,0.789372213519701,0.724292878635908,6,3,12,21.0627786480299,27.570712136409202
2018-03-26,0.800252505930063,0.75905457605079,0,3,13,19.9747494069937,24.094542394921003
2018-03-27,0.794382512794065,0.744769377080361,1,3,13,20.5617487205935,25.523062291963903
2018-03-28,0.77666564792176,0.731213209999235,2,3,13,22.333435207824003,26.8786790000765
2018-03-29,0.730345167279203,0.667360848163574,3,3,13,26.965483272079705,33.2639151836426
2018-03-30,0.761117147571331,0.713421519599935,4,3,13,23.888285242866903,28.657848040006495
2018-03-31,0.799437758060265,0.737350243559925,5,3,13,20.056224193973506,26.264975644007503
2018-04-01,0.799728863692383,0.749085378386155,6,4,13,20.027113630761693,25.091462161384502
2018-04-02,0.793875881413378,0.756983131403639,0,4,14,20.612411858662206,24.301686859636096
2018-04-03,0.747855784530601,0.699635687156034,1,4,14,25.214421546939903,30.036431284396603
2018-04-04,0.783058007090594,0.734768511536721,2,4,14,21.694199290940595,26.523148846327903
2018-04-05,0.785978953609011,0.735413739554832,3,4,14,21.402104639098894,26.458626044516798
2018-04-06,0.793923333817337,0.739870517203754,4,4,14,20.607666618266297,26.012948279624602
2018-04-07,0.740997645043888,0.686678371087226,5,4,14,25.900235495611202,31.332162891277406
2018-04-08,0.746320380032708,0.687957625798411,6,4,14,25.367961996729203,31.204237420158897
2018-04-09,0.735071366152054,0.679065870008744,0,4,15,26.492863384794596,32.093412999125604
2018-04-10,0.801280531183306,0.755352769218614,1,4,15,19.871946881669402,24.464723078138594
2018-04-11,0.810712681539152,0.760235012349375,2,4,15,18.9287318460848,23.976498765062505
2018-04-12,0.768250247243691,0.717668554723186,3,4,15,23.174975275630906,28.233144527681397
2018-04-13,0.773400949966072,0.702919290211792,4,4,15,22.6599050033928,29.7080709788208
2018-04-14,0.824434580426971,0.759224779959377,5,4,15,17.556541957302898,24.077522004062303
2018-04-15,0.801962056724052,0.74515193159261,6,4,15,19.803794327594805,25.484806840739004
2018-04-16,0.82204798381269,0.771350160690427,0,4,16,17.795201618731006,22.864983930957305
2018-04-17,0.835082515780668,0.801065651760228,1,4,16,16.491748421933195,19.893434823977195
2018-04-18,0.841215964192465,0.802065853749487,2,4,16,15.878403580753497,19.793414625051298
2018-04-19,0.840666521455021,0.790961677512654,3,4,16,15.933347854497903,20.9038322487346
2018-04-20,0.821042942613375,0.765890206661459,4,4,16,17.895705738662503,23.410979333854097
2018-04-21,0.844281623715681,0.788863598044174,5,4,16,15.571837628431895,21.113640195582594
2018-04-22,0.830596107055961,0.76711445051609,6,4,16,16.9403892944039,23.288554948391006
2018-04-23,0.823898004273969,0.772636545091635,0,4,17,17.6101995726031,22.736345490836495
2018-04-24,0.864686344077904,0.821126547870734,1,4,17,13.5313655922096,17.887345212926597
2018-04-25,0.821256753756199,0.774018394710597,2,4,17,17.8743246243801,22.598160528940305
2018-04-26,0.796157267390144,0.745356585849993,3,4,17,20.384273260985598,25.464341415000703
2018-04-27,0.753892568575094,0.691725144167303,4,4,17,24.6107431424906,30.8274855832697
2018-04-28,0.744174658233014,0.680627630449884,5,4,17,25.5825341766986,31.937236955011606
2018-04-29,0.712179116000772,0.664750366540628,6,4,17,28.7820883999228,33.524963345937195
2018-04-30,0.804515543453597,0.749914730738621,0,4,18,19.5484456546403,25.008526926137897
2018-05-01,0.816647443291042,0.769053649551002,1,5,18,18.3352556708958,23.094635044899803
2018-05-02,0.841799036230591,0.798132439945826,2,5,18,15.820096376940896,20.186756005417394
2018-05-03,0.835831977936497,0.791359288411987,3,5,18,16.4168022063503,20.864071158801302
2018-05-04,0.808267188949593,0.758709721839713,4,5,18,19.173281105040697,24.129027816028703
2018-05-05,0.754579483912074,0.692387281626806,5,5,18,24.542051608792605,30.761271837319406
2018-05-06,0.761263897015799,0.699323706817766,6,5,18,23.8736102984201,30.0676293182234
2018-05-07,0.829341848500976,0.775862068965517,0,5,19,17.0658151499024,22.4137931034483
2018-05-08,0.833654682242637,0.788664854251623,1,5,19,16.634531775736306,21.133514574837697
2018-05-09,0.819450317124736,0.755124322039867,2,5,19,18.054968287526396,24.4875677960133
2018-05-10,0.818711735161491,0.749030653303094,3,5,19,18.1288264838509,25.096934669690597
2018-05-11,0.821010695571029,0.766363538334352,4,5,19,17.898930442897097,23.3636461665648
2018-05-12,0.764358242106933,0.695688356978679,5,5,19,23.564175789306695,30.431164302132096
2018-05-13,0.684508861304441,0.619380762745309,6,5,19,31.5491138695559,38.06192372546911
2018-05-14,0.757289584338595,0.695596615437748,0,5,20,24.271041566140504,30.440338456225202
2018-05-15,0.798192556749448,0.740591732830135,1,5,20,20.1807443250552,25.9408267169865
2018-05-16,0.801137166266422,0.754060815334202,2,5,20,19.886283373357806,24.5939184665798
2018-05-17,0.81555470034636,0.762579879177288,3,5,20,18.444529965363998,23.742012082271202
2018-05-18,0.780743821053691,0.71540706450639,4,5,20,21.9256178946309,28.459293549360996
2018-05-19,0.816232831407338,0.746411856474259,5,5,20,18.376716859266196,25.3588143525741
2018-05-20,0.788046485888212,0.730834501586365,6,5,20,21.195351411178798,26.9165498413635
2018-05-21,0.811593179651922,0.761218288460179,0,5,21,18.8406820348078,23.878171153982098
2018-05-22,0.650933571375437,0.604840206376898,1,5,21,34.90664286245631,39.515979362310205
2018-05-23,0.773872331504839,0.726618705035971,2,5,21,22.6127668495161,27.338129496402896
2018-05-24,0.735482544794272,0.683208585392529,3,5,21,26.4517455205728,31.679141460747097
2018-05-25,0.718752056868295,0.653423666381635,4,5,21,28.124794313170497,34.6576333618365
2018-05-26,0.681281554872262,0.620499562787515,5,5,21,31.871844512773794,37.950043721248505
2018-05-27,0.631186245178964,0.578215610704895,6,5,21,36.88137548210359,42.1784389295105
2018-05-28,0.706044329616535,0.651929178180329,0,5,22,29.395567038346503,34.8070821819671
2018-05-29,0.694781705526306,0.643750893750894,1,5,22,30.5218294473694,35.6249106249106
2018-05-30,0.731025161156165,0.673489886395123,2,5,22,26.8974838843835,32.6510113604877
2018-05-31,0.669637883008356,0.609364687901629,3,5,22,33.0362116991644,39.0635312098371
2018-06-01,0.650305723545725,0.588195976204799,4,6,22,34.9694276454275,41.180402379520096
2018-06-02,0.709750566893424,0.631765187916713,5,6,22,29.0249433106576,36.8234812083287
2018-06-03,0.687389296009447,0.617789794786467,6,6,22,31.261070399055303,38.221020521353296
2018-06-04,0.717571480877409,0.657542923820637,0,6,23,28.242851912259106,34.245707617936304
2018-06-05,0.779426957779461,0.724752952518679,1,6,23,22.057304222053897,27.524704748132102
2018-06-06,0.744540585084467,0.685379395434917,2,6,23,25.545941491553304,31.4620604565083
2018-06-07,0.720290000334102,0.65757535342758,3,6,23,27.970999966589805,34.242464657242
2018-06-08,0.689321989183485,0.620490477605043,4,6,23,31.067801081651503,37.950952239495706
2018-06-09,0.65043266030619,0.573596358118361,5,6,23,34.956733969381006,42.6403641881639
2018-06-10,0.622789444597955,0.555904262656918,6,6,23,37.721055540204496,44.4095737343082
2018-06-11,0.696979667039547,0.633596837944664,0,6,24,30.302033296045305,36.640316205533594
2018-06-12,0.754702456657072,0.693281108767701,1,6,24,24.529754334292797,30.6718891232299
2018-06-13,0.787753900500441,0.730688730459808,2,6,24,21.224609949955898,26.931126954019202
2018-06-14,0.753389262815401,0.689778003943769,3,6,24,24.661073718459903,31.0221996056231
2018-06-15,0.766079656630689,0.687225643454918,4,6,24,23.3920343369311,31.277435654508203
2018-06-16,0.685151864114006,0.596565751106951,5,6,24,31.4848135885994,40.3434248893049
2018-06-17,0.668289897904352,0.589062709816033,6,6,24,33.1710102095648,41.093729018396694
2018-06-18,0.749864160833573,0.677968274315014,0,6,25,25.013583916642702,32.203172568498594
2018-06-19,0.787290293100072,0.721878862793572,1,6,25,21.270970689992797,27.812113720642795
2018-06-20,0.773425177841439,0.699172329393578,2,6,25,22.657482215856096,30.0827670606422
2018-06-21,0.725982949484667,0.651899136178862,3,6,25,27.4017050515333,34.8100863821138
2018-06-22,0.717934954215346,0.64021230885884,4,6,25,28.206504578465395,35.978769114116005
2018-06-23,0.68603948070425,0.597386412191995,5,6,25,31.396051929575,40.26135878080051
2018-06-24,0.66756792843314,0.587487879091851,6,6,25,33.243207156686005,41.2512120908149
2018-06-25,0.717434933579688,0.645881716667197,0,6,26,28.256506642031198,35.411828333280305
2018-06-26,0.693968046951418,0.622587376108503,1,6,26,30.6031953048582,37.741262389149696
2018-06-27,0.685759259854155,0.608854785372588,2,6,26,31.4240740145845,39.1145214627412
2018-06-28,0.638509042787825,0.557468736253378,3,6,26,36.14909572121749,44.2531263746622
2018-06-29,0.617730607148431,0.535081148564295,4,6,26,38.2269392851569,46.4918851435705
2018-06-30,0.630831923196464,0.535314697426305,5,6,26,36.9168076803536,46.4685302573695
2018-07-01,0.639790782591533,0.545293189587168,6,7,26,36.0209217408467,45.4706810412832
2018-07-02,0.694983383446748,0.607890983996197,0,7,27,30.501661655325197,39.210901600380296
2018-07-03,0.730734360834089,0.639705169236737,1,7,27,26.926563916591096,36.029483076326294
2018-07-04,0.690134529147982,0.601357408118837,2,7,27,30.9865470852018,39.8642591881163
2018-07-05,0.685899462535567,0.596643701409519,3,7,27,31.4100537464433,40.335629859048105
2018-07-06,0.694979249227697,0.599925138026763,4,7,27,30.502075077230295,40.00748619732371
2018-07-07,0.704482948294829,0.60340323135098,5,7,27,29.551705170517096,39.659676864902
2018-07-08,0.712760764148794,0.618327576093332,6,7,27,28.723923585120602,38.1672423906668
2018-07-09,0.743624628235145,0.65819343007999,0,7,28,25.637537176485502,34.180656992001005
2018-07-10,0.762220647903652,0.670725029793539,1,7,28,23.777935209634805,32.9274970206461
2018-07-11,0.75134168157424,0.659704728803291,2,7,28,24.865831842576004,34.0295271196709
2018-07-12,0.71844904639013,0.626310322032298,3,7,28,28.155095360987005,37.3689677967702
2018-07-13,0.712969304526493,0.622251292593285,4,7,28,28.7030695473507,37.774870740671496
2018-07-14,0.68427668682476,0.588733256272523,5,7,28,31.572331317524004,41.126674372747694
2018-07-15,0.637837306785433,0.546781902704118,6,7,28,36.21626932145669,45.3218097295882
2018-07-16,0.626948279152618,0.540564654897712,0,7,29,37.3051720847382,45.9435345102288
2018-07-17,0.703310572473383,0.617249628240771,1,7,29,29.6689427526617,38.2750371759229
2018-07-18,0.710631314756419,0.62697467906438,2,7,29,28.936868524358093,37.302532093562
2018-07-19,0.71570279464598,0.629373513084853,3,7,29,28.429720535402005,37.062648691514696
2018-07-20,0.672705087291158,0.588849846269687,4,7,29,32.7294912708842,41.115015373031305
2018-07-21,0.667945205479452,0.569348816497105,5,7,29,33.205479452054796,43.0651183502895
2018-07-22,0.657353181743825,0.55995148813426,6,7,29,34.2646818256175,44.004851186574
2018-07-23,0.694716871925142,0.612256034925526,0,7,30,30.528312807485804,38.77439650744739
2018-07-24,0.736516213133453,0.656899133945432,1,7,30,26.348378686654705,34.3100866054568
2018-07-25,0.731651675140138,0.644004300094472,2,7,30,26.834832485986205,35.5995699905528
2018-07-26,0.714486548661256,0.627218179497,3,7,30,28.551345133874396,37.2781820503
2018-07-27,0.630942966501123,0.534441278885723,4,7,30,36.905703349887695,46.555872111427696
2018-07-28,0.562396179401993,0.467639835345394,5,7,30,43.7603820598007,53.2360164654606
2018-07-29,0.633374689826303,0.534011048279018,6,7,30,36.6625310173697,46.598895172098196
2018-07-30,0.703997704667177,0.611456837402266,0,7,31,29.600229533282295,38.854316259773405
2018-07-31,0.741908959347454,0.645339289233397,1,7,31,25.809104065254594,35.4660710766603
2018-08-01,0.692025931928687,0.594762970894578,2,8,31,30.7974068071313,40.523702910542205
2018-08-02,0.685579423947597,0.591538461538461,3,8,31,31.442057605240304,40.846153846153896
2018-08-03,0.69473850031506,0.604144979653639,4,8,31,30.526149968494,39.5855020346361
2018-08-04,0.660647486907434,0.557091897401053,5,8,31,33.9352513092566,44.2908102598947
2018-08-05,0.683911238929377,0.592246996038372,6,8,31,31.6088761070623,40.77530039616279
2018-08-06,0.732371639719883,0.644857096722106,0,8,32,26.762836028011705,35.514290327789396
2018-08-07,0.707915199042999,0.619166251453247,1,8,32,29.208480095700097,38.0833748546753
2018-08-08,0.67753918342077,0.590857365802907,2,8,32,32.246081657923,40.91426341970929
2018-08-09,0.623774710684195,0.547802179818676,3,8,32,37.622528931580504,45.219782018132406
2018-08-10,0.629788055189271,0.551649697125918,4,8,32,37.021194481072904,44.835030287408195
2018-08-11,0.688615804744837,0.582638699098114,5,8,32,31.138419525516305,41.736130090188595
2018-08-12,0.722361522680647,0.626455716848801,6,8,32,27.7638477319353,37.354428315119904
2018-08-13,0.705727155727156,0.619254398661906,0,8,33,29.427284427284395,38.0745601338094
2018-08-14,0.7563662752342,0.672516741991885,1,8,33,24.363372476580004,32.74832580081149
2018-08-15,0.793335291621789,0.71581384730783,2,8,33,20.666470837821105,28.418615269216996
2018-08-16,0.78642145397456,0.703331841146,3,8,33,21.357854602544002,29.6668158854
2018-08-17,0.728987289872899,0.644286391654813,4,8,33,27.101271012710104,35.57136083451869
2018-08-18,0.727527418087396,0.632493780034764,5,8,33,27.247258191260403,36.750621996523606
2018-08-19,0.748779376342686,0.662523245571107,6,8,33,25.122062365731402,33.7476754428893
2018-08-20,0.802041919786266,0.724147808650816,0,8,34,19.795808021373396,27.585219134918404
2018-08-21,0.82829790686354,0.753478867300269,1,8,34,17.170209313646,24.652113269973096
2018-08-22,0.78818065342729,0.711356365962892,2,8,34,21.181934657270997,28.8643634037108
2018-08-23,0.746115296120024,0.67148253068933,3,8,34,25.388470387997597,32.851746931067005
2018-08-24,0.72903345955677,0.659532167375975,4,8,34,27.096654044323,34.0467832624025
2018-08-25,0.722163633270964,0.632028300282322,5,8,34,27.7836366729036,36.797169971767794
2018-08-26,0.738501674826076,0.654615881213686,6,8,34,26.1498325173924,34.5384118786314
2018-08-27,0.788713289801583,0.715595174347182,0,8,35,21.128671019841704,28.440482565281798
2018-08-28,0.807141487117192,0.734593524490708,1,8,35,19.285851288280796,26.540647550929197
2018-08-29,0.780756252168154,0.706959128925359,2,8,35,21.924374783184597,29.304087107464106
2018-08-30,0.791820523163807,0.712749139828276,3,8,35,20.8179476836193,28.725086017172398
2018-08-31,0.714747039827772,0.6366211929911,4,8,35,28.5252960172228,36.337880700890004
2018-09-01,0.682736000546653,0.58691192560175,5,9,35,31.726399945334705,41.308807439825
2018-09-02,0.689997742153985,0.603765663350988,6,9,35,31.000225784601497,39.6234336649012
2018-09-03,0.746190341533918,0.673871383242751,0,9,36,25.380965846608206,32.6128616757249
2018-09-04,0.795846420101275,0.722047799064522,1,9,36,20.415357989872497,27.7952200935478
2018-09-05,0.74313930301016,0.667162949822605,2,9,36,25.686069698984003,33.28370501773949
2018-09-06,0.704422734791972,0.630764440292698,3,9,36,29.557726520802795,36.923555970730206
2018-09-07,0.732926492686068,0.657798531535129,4,9,36,26.7073507313932,34.2201468464871
2018-09-08,0.784381190699614,0.70214986432895,5,9,36,21.5618809300386,29.785013567105
2018-09-09,0.776831457007668,0.698324569711617,6,9,36,22.316854299233203,30.167543028838296
2018-09-10,0.801607296616385,0.734914756401251,0,9,37,19.8392703383615,26.508524359874897
2018-09-11,0.810007439272892,0.748344798630624,1,9,37,18.9992560727108,25.1655201369376
2018-09-12,0.779776794304406,0.724141245834401,2,9,37,22.022320569559394,27.5858754165599
2018-09-13,0.773212766627808,0.711268492288322,3,9,37,22.678723337219196,28.8731507711678
2018-09-14,0.771184851893513,0.702275501580644,4,9,37,22.881514810648696,29.7724498419356
2018-09-15,0.777162138163736,0.698449391848638,5,9,37,22.283786183626397,30.155060815136203
2018-09-16,0.780242668694416,0.704498063747393,6,9,37,21.975733130558396,29.5501936252607
2018-09-17,0.800687726965967,0.740338048045159,0,9,38,19.931227303403297,25.966195195484097
2018-09-18,0.799743260590501,0.744070200903903,1,9,38,20.025673940949893,25.592979909609703
2018-09-19,0.791872814829474,0.734560785217878,2,9,38,20.8127185170526,26.543921478212194
2018-09-20,0.79371610845295,0.728747772970221,3,9,38,20.628389154704998,27.1252227029779
2018-09-21,0.706335128286348,0.643780367747467,4,9,38,29.366487171365197,35.621963225253296
2018-09-22,0.759216919119748,0.69368176123143,5,9,38,24.078308088025203,30.631823876857002
2018-09-23,0.700094257052447,0.645361933900414,6,9,38,29.9905742947553,35.4638066099586
2018-09-24,0.761756905362572,0.71290113452188,0,9,39,23.8243094637428,28.709886547812
2018-09-25,0.796777288819773,0.742265658533364,1,9,39,20.322271118022694,25.773434146663597
2018-09-26,0.772378182293539,0.719718770438195,2,9,39,22.762181770646094,28.0281229561805
2018-09-27,0.783502513689199,0.72614903063017,3,9,39,21.6497486310801,27.385096936983
2018-09-28,0.72847344074015,0.670135674381484,4,9,39,27.152655925985,32.9864325618516
2018-09-29,0.770927011763013,0.694899981978735,5,9,39,22.907298823698696,30.510001802126496
2018-09-30,0.746227709190672,0.67627078941204,6,9,39,25.377229080932796,32.372921058796
2018-10-01,0.758431217714605,0.705816444224749,0,10,40,24.1568782285395,29.4183555775251
2018-10-02,0.827243884965715,0.779500988479106,1,10,40,17.2756115034285,22.0499011520894
2018-10-03,0.837588028169014,0.801902118730116,2,10,40,16.2411971830986,19.809788126988405
2018-10-04,0.772440918636045,0.717619253686628,3,10,40,22.755908136395497,28.238074631337195
2018-10-05,0.763685000326222,0.695866849780917,4,10,40,23.6314999673778,30.413315021908303
2018-10-06,0.758158112894717,0.695832235232107,5,10,40,24.184188710528296,30.4167764767893
2018-10-07,0.778237199365998,0.714339935132151,6,10,40,22.1762800634002,28.5660064867849
2018-10-08,0.808046015449955,0.756792023554604,0,10,41,19.195398455004497,24.320797644539603
2018-10-09,0.832274060622992,0.792041884816754,1,10,41,16.772593937700798,20.7958115183246
2018-10-10,0.777024002203933,0.735490533562823,2,10,41,22.297599779606703,26.4509466437177
2018-10-11,0.785904121110177,0.736921630515076,3,10,41,21.409587888982294,26.3078369484924
2018-10-12,0.756239600665557,0.697898599066044,4,10,41,24.376039933444304,30.210140093395598
2018-10-13,0.828014457090126,0.756441812168295,5,10,41,17.1985542909874,24.355818783170502
2018-10-14,0.761113653162507,0.696757631171754,6,10,41,23.8886346837493,30.324236882824597
2018-10-15,0.792536755967539,0.738722188201674,0,10,42,20.746324403246096,26.1277811798326
2018-10-16,0.858802816901408,0.812352547624916,1,10,42,14.119718309859197,18.764745237508397
2018-10-17,0.871162661480761,0.824058323207776,2,10,42,12.883733851923896,17.594167679222405
2018-10-18,0.816776966637102,0.76413454656988,3,10,42,18.322303336289803,23.586545343012
2018-10-19,0.769179563987352,0.706811516928819,4,10,42,23.0820436012648,29.318848307118095
2018-10-20,0.800595468254582,0.741031693819899,5,10,42,19.940453174541794,25.896830618010103
2018-10-21,0.794092496258818,0.730751432741252,6,10,42,20.590750374118205,26.9248567258748
2018-10-22,0.792067348824475,0.746780821917808,0,10,43,20.793265117552494,25.321917808219197
2018-10-23,0.819417407001026,0.784687809712587,1,10,43,18.058259299897394,21.5312190287413
2018-10-24,0.814094945116409,0.788381597792294,2,10,43,18.5905054883591,21.1618402207706
2018-10-25,0.795417124039517,0.751933474779276,3,10,43,20.458287596048297,24.806652522072405
2018-10-26,0.739765293046469,0.690003718603157,4,10,43,26.0234706953531,30.999628139684297
2018-10-27,0.690097364046545,0.640798847354518,5,10,43,30.990263595345503,35.9201152645482
2018-10-28,0.723243157977758,0.668046194474006,6,10,43,27.675684202224204,33.195380552599396
2018-10-29,0.753101117554437,0.718132439616318,0,10,44,24.6898882445563,28.1867560383682
2018-10-30,0.823757262750161,0.776715092816788,1,10,44,17.624273724983897,22.328490718321202
2018-10-31,0.845477832512315,0.791660097745546,2,10,44,15.4522167487685,20.833990225445397
2018-11-01,0.831877376041414,0.781887188597731,3,11,44,16.812262395858603,21.811281140226903
2018-11-02,0.850115562403698,0.797385872917952,4,11,44,14.988443759630199,20.261412708204794
2018-11-03,0.856286868874541,0.787725564781741,5,11,44,14.371313112545902,21.227443521825894
2018-11-04,0.815969460792111,0.754594165509029,6,11,44,18.403053920788903,24.5405834490971
