UNIT_CODE,DATE,OPE_SCH_DY,ARR_PUN_DY,ARR_DY,DEP_PUN_DY,DEP_DY,DEP_PUN_WK,ARR_PUN_WK,OPE_SCH_WK,ARR_PUNCTUAL_FLIGHTS_DY,DEP_PUNCTUAL_FLIGHTS_DY,ARR_SCHED_FLIGHTS_DY,DEP_SCHED_FLIGHTS_DY,MISSING_SCHED_FLIGHTS_DY,DEP_NO_OVERFLIGHTS_DY
NM Area,2018-01-24,0.966540598950293,0.80590545848571,25462,0.784582034954613,25471,0.746687176946793,0.778334789241059,0.961076695665911,17850,17373,22149,22143,867,25045
NM Area,2018-01-25,0.971335456632842,0.844891224108732,26556,0.81746751284376,26660,0.768204158545351,0.800772090733616,0.96537100883582,19457,18935,23029,23163,774,26228
NM Area,2018-01-26,0.968830610490112,0.827429796709414,27536,0.779018780507984,27464,0.774987728951923,0.809314099004275,0.966841157361431,20066,18832,24251,24174,870,27042
NM Area,2018-01-27,0.969500571864278,0.813331913534235,20760,0.772893967579059,20783,0.779713306527085,0.813216740343971,0.966837135230918,15276,14542,18782,18815,640,20344
NM Area,2018-01-28,0.967538619979403,0.85,23909,0.812228670657588,23932,0.793535194550521,0.827370050303109,0.967549304627956,18615,17774,21900,21883,788,23487
NM Area,2018-01-29,0.970739200479562,0.835999485354033,26398,0.802380031791038,26323,0.800726832222895,0.834461114118527,0.96925054158108,19493,18677,23317,23277,781,25910
NM Area,2018-01-30,0.973321389624552,0.861586031284103,25454,0.82638193242874,25431,0.799667989988225,0.834545103590272,0.969711743213861,18948,18149,21992,21962,685,24991
NM Area,2018-01-31,0.969411135721378,0.82666726185162,25800,0.798321578430497,25827,0.801620031347157,0.837486269295253,0.970127457672639,18519,17884,22402,22402,801,25385
NM Area,2018-02-01,0.967599136968976,0.807610719078748,26381,0.773117213432771,26462,0.795016376597521,0.83196034492722,0.969564292353,18655,17934,23099,23197,871,26011
NM Area,2018-02-02,0.968974690825424,0.790773149289294,27458,0.743359551949924,27407,0.789448013400163,0.826231759436323,0.969587137975464,19249,18051,24342,24283,863,26953
NM Area,2018-02-03,0.96803890095364,0.795258166491043,20881,0.739153300026295,20913,0.78531460911812,0.824016868334701,0.969413792331625,15094,14055,18980,19015,677,20505
NM Area,2018-02-04,0.969026729238931,0.763337707588579,24181,0.719237905598045,24184,0.772199215274622,0.811791513848084,0.969615173970873,16869,15893,22099,22097,759,23746
NM Area,2018-02-05,0.963563504137138,0.776178512115147,26452,0.727866473149492,26380,0.761065851568595,0.802835092744746,0.968537595285662,18227,17051,23483,23426,982,25969
NM Area,2018-02-06,0.961282707062758,0.807279045311142,24889,0.757294004488618,24864,0.751358373919221,0.795189280503724,0.966820724612573,17656,16534,21871,21833,984,24431
NM Area,2018-02-07,0.94950416049242,0.784469525959368,25425,0.735716868559031,25412,0.742394614521558,0.789147823411783,0.963896800134026,17376,16277,22150,22124,1329,24990
NM Area,2018-02-08,0.963260996213225,0.793140269947036,26790,0.746855345911949,26886,0.738506813383661,0.787017788495366,0.963245608175807,18569,17575,23412,23532,1009,26455
NM Area,2018-02-09,0.955569483617118,0.763295269168026,27886,0.712845422262133,27881,0.733737526034014,0.782717311439798,0.961142034283182,18716,17464,24520,24499,1276,27443
NM Area,2018-02-10,0.964034505640345,0.773387942660207,22241,0.716224983780007,22226,0.730856627821362,0.780021071872858,0.960698545978085,15484,14351,20021,20037,813,21792
NM Area,2018-02-11,0.964187772221326,0.740553818669049,24325,0.687846043936417,24348,0.726380609070809,0.776758506655179,0.960053547229644,16581,15405,22390,22396,888,23908
NM Area,2018-02-12,0.958456753554502,0.784820896792308,26351,0.737360388779947,26293,0.727791536556477,0.778045227085577,0.95929818018275,18448,17297,23506,23458,1122,25886
NM Area,2018-02-13,0.969892307098468,0.848142671506027,25540,0.800448229493501,25528,0.733960190962136,0.783887920361808,0.960523580829021,18928,17858,22317,22310,780,25127
NM Area,2018-02-14,0.970233850080703,0.822775460549183,26254,0.77916829618042,26270,0.740249301390938,0.789429709389252,0.96351971169597,18937,17931,23016,23013,793,25848
NM Area,2018-02-15,0.96451273110312,0.762706131078224,26937,0.716284558327714,26995,0.735707879403667,0.784920336218793,0.963707718591539,18038,16996,23650,23728,977,26554
NM Area,2018-02-16,0.968166811468288,0.810534369588853,28317,0.749395356336665,28296,0.741339593114241,0.792222020496704,0.965683198463411,20128,18591,24833,24808,916,27859
NM Area,2018-02-17,0.95924327623033,0.818406240742569,22449,0.743583403392513,22406,0.744769717508472,0.797894552592426,0.965081509158547,16576,15036,20254,20221,935,22006
NM Area,2018-02-18,0.963529731619218,0.819148470660307,25199,0.748383149798986,25249,0.753232100335365,0.808924820325502,0.96498509888919,18720,17126,22853,22884,939,24808
NM Area,2018-02-19,0.968316398994865,0.838409440312461,27081,0.780834479596515,26987,0.759659532167376,0.816851978383751,0.966432613877763,20178,18733,24067,23991,870,26589
NM Area,2018-02-20,0.970528070308357,0.869473406361357,26012,0.824987910493691,26042,0.763228660652325,0.819936308889495,0.966532249369245,19764,18766,22731,22747,778,25620
NM Area,2018-02-21,0.97036297036297,0.855402954133195,26644,0.812535119948131,26645,0.768020109711852,0.824615270332174,0.966558710552083,19806,18798,23154,23135,801,26226
NM Area,2018-02-22,0.960127878156543,0.82243543683165,27068,0.773448348411529,27154,0.776417354272026,0.833359124982204,0.965899691706143,19458,18381,23659,23765,1110,26729
NM Area,2018-02-23,0.964167127836193,0.798674964866493,28324,0.731800458254612,28299,0.773697562182898,0.831521503746373,0.96528072218674,19891,18205,24905,24877,1036,27876
NM Area,2018-02-24,0.9703182374541,0.830291338972152,22573,0.750320924261874,22622,0.774535579296394,0.833011523275531,0.966643043520278,16786,15197,20217,20254,679,22197
NM Area,2018-02-25,0.958070873748889,0.779885563380282,25237,0.708153561680021,25231,0.768904466724051,0.827497785733309,0.965882996759448,17719,16085,22720,22714,1085,24792
NM Area,2018-02-26,0.944285816260975,0.705566137566137,26899,0.637446988973706,26862,0.747882934339922,0.807975852581501,0.962288777033063,16669,15031,23625,23580,1561,26457
NM Area,2018-02-27,0.953968433344634,0.744718780639986,25826,0.676314261467685,25763,0.726999514665804,0.790446620789208,0.959945696327019,16710,15142,22438,22389,1222,25325
NM Area,2018-02-28,0.909137861069097,0.620843489858805,25071,0.570692668567749,25088,0.693248222142718,0.757857470167664,0.951083472240031,13499,12408,21743,21742,2463,24644
NM Area,2018-03-01,0.874372585129816,0.569818351187704,24588,0.519780832095097,24662,0.657334555547068,0.722437912906223,0.938378869700048,12234,11194,21470,21536,3479,24214
NM Area,2018-03-02,0.875162777601802,0.616810325577241,25417,0.560872877178832,25313,0.631416146817488,0.694859123955396,0.924752454015686,13811,12517,22391,22317,3547,24866
NM Area,2018-03-03,0.932023643949931,0.588845721296391,21781,0.529755552167505,21901,0.602780033126563,0.663602881473735,0.920064501266989,11519,10424,19562,19677,1564,21444
NM Area,2018-03-04,0.95934552454283,0.712958944536064,25323,0.649501517121803,25359,0.594254460148661,0.653849394895995,0.92026172487832,16428,14984,23042,23070,1056,24919
NM Area,2018-03-05,0.966766296612582,0.774277574277574,27664,0.733989142413976,27577,0.60974682728854,0.6650409751572,0.923654112723244,19024,17982,24570,24499,934,27170
NM Area,2018-03-06,0.966604823747681,0.838492423261235,26472,0.800267749179478,26483,0.628473624492779,0.679340263304711,0.925538050734312,19422,18531,23163,23156,900,26050
NM Area,2018-03-07,0.962201782121299,0.833691122616492,27287,0.790171409271299,27220,0.660677088279801,0.710607451489348,0.933331560047879,19806,18716,23757,23686,1052,26780
NM Area,2018-03-08,0.956432258964699,0.781593406593407,27726,0.741027125372147,27865,0.691672530497108,0.740064420063672,0.945477639587192,18777,17921,24024,24184,1249,27419
NM Area,2018-03-09,0.968290268628187,0.791147940148451,28854,0.750669080604534,28814,0.718664467253177,0.764887120142315,0.959522530210605,20145,19073,25463,25408,929,28368
NM Area,2018-03-10,0.969632089487023,0.796470128092304,22654,0.739725357963153,22653,0.743886274366738,0.789752725371338,0.96407712743527,16291,15137,20454,20463,695,22191
NM Area,2018-03-11,0.962776582667486,0.759425416271245,25449,0.703066534772698,25552,0.751346820774141,0.79623116035793,0.964546369533485,17605,16347,23182,23251,969,25063
NM Area,2018-03-12,0.965563239372345,0.829350291639663,28079,0.78269887750122,27936,0.758607711732712,0.804469104175899,0.964370608776137,20475,19245,24688,24588,981,27506
NM Area,2018-03-13,0.970789310130516,0.863990845130118,27046,0.829762864293895,27030,0.762922865464145,0.808200433513762,0.964975991183648,20385,19560,23594,23573,799,26554
NM Area,2018-03-14,0.970953176662993,0.833548333402688,27761,0.802172646299842,27777,0.76472116645417,0.80822191058778,0.966261461881058,20031,19273,24031,24026,817,27310
NM Area,2018-03-15,0.973380228267991,0.800921063262503,28648,0.757600128679427,28742,0.767103750819909,0.810984196526365,0.968815218926369,19826,18840,24754,24868,772,28229
NM Area,2018-03-16,0.96875422697146,0.778824078757928,29167,0.730673316708229,29160,0.763995121159866,0.809052775807983,0.968886126461156,20015,18752,25699,25664,924,28648
NM Area,2018-03-17,0.958938695960312,0.708945193887202,22119,0.634420361900974,22133,0.751291499584553,0.798490697856502,0.96762194739155,14242,12762,20089,20116,927,21649
NM Area,2018-03-18,0.938817026829924,0.640391254315305,24938,0.582121868233838,24974,0.734930438881704,0.782374024623902,0.964356145609382,14469,13174,22594,22631,1594,24459
NM Area,2018-03-19,0.964551651809124,0.713928643418666,28099,0.661302062272544,28037,0.716843389208251,0.765114818259788,0.964205617736699,17709,16354,24805,24730,1014,27591
NM Area,2018-03-20,0.970387077997672,0.787621461765948,27207,0.734464950897392,27135,0.703288079730048,0.754247111239903,0.964152500757489,18643,17351,23670,23624,814,26674
NM Area,2018-03-21,0.964674201892074,0.820673257414591,27733,0.76928553480191,27670,0.698455087577261,0.752355300028988,0.963230610177633,19674,18369,23973,23878,997,27226
NM Area,2018-03-22,0.935025906735751,0.70576262562015,27337,0.650025193147464,27543,0.682498373454782,0.738360105344468,0.957428695284305,16644,15481,23583,23816,1881,27069
NM Area,2018-03-23,0.960498208945414,0.761117578579744,29758,0.697092209609703,29723,0.677265239881108,0.735603462950804,0.956172916536678,19614,17932,25770,25724,1202,29227
NM Area,2018-03-24,0.960831006733454,0.813825721383528,23729,0.739368020907579,23890,0.69037401479619,0.748746423754136,0.956435725178255,17035,15560,20932,21045,954,23402
NM Area,2018-03-25,0.952845699093994,0.789372213519701,27739,0.724292878635908,27758,0.710018957685016,0.769384954960329,0.958248151425462,19653,18053,24897,24925,1348,27239
NM Area,2018-03-26,0.954103235398688,0.800252505930063,30011,0.75905457605079,29997,0.72472052920625,0.782301450613448,0.956697424763283,20917,19847,26138,26147,1420,29519
NM Area,2018-03-27,0.957892276354894,0.794382512794065,29143,0.744769377080361,29166,0.726335267697677,0.783348973607038,0.955006925448417,20024,18795,25207,25236,1261,28686
NM Area,2018-03-28,0.959440243035357,0.77666564792176,30192,0.731213209999235,30204,0.721146456328913,0.77715500020266,0.954342395297575,20330,19130,26176,26162,1255,29687
NM Area,2018-03-29,0.958803288090231,0.730345167279203,30629,0.667360848163574,30640,0.722702662696628,0.779708625571895,0.957727048299498,19276,17625,26393,26410,1293,30093
NM Area,2018-03-30,0.94286298011441,0.761117147571331,28294,0.713421519599935,28230,0.725156106020455,0.779806634897361,0.955192798929571,18913,17690,24849,24796,1678,27690
NM Area,2018-03-31,0.955055307587813,0.799437758060265,25106,0.737350243559925,25121,0.725035843207925,0.778303651389251,0.95451206664927,18200,16802,22766,22787,1158,24607
NM Area,2018-04-01,0.954869973735804,0.799728863692383,26357,0.749085378386155,26318,0.728467858869019,0.779702168066367,0.954791118901548,19467,18223,24342,24327,1220,25813
NM Area,2018-04-02,0.9493198548119,0.793875881413378,28493,0.756983131403639,28513,0.728081328718776,0.778714039748692,0.954104550804237,20378,19431,25669,25669,1494,27985
NM Area,2018-04-03,0.941584190334956,0.747855784530601,29683,0.699635687156034,29710,0.72151654134911,0.771950762096362,0.95165665001561,19270,18052,25767,25802,1812,29207
NM Area,2018-04-04,0.95240393898436,0.783058007090594,30059,0.734768511536721,30098,0.722071292856535,0.772921157118548,0.950595737212613,20762,19489,26514,26524,1479,29595
NM Area,2018-04-05,0.96441213653603,0.785978953609011,31032,0.735413739554832,31060,0.73227616684845,0.781265722603805,0.95146997244106,21212,19890,26988,27046,1126,30514
NM Area,2018-04-06,0.966872666813063,0.793923333817337,31397,0.739870517203754,31348,0.736040835184165,0.785995077786563,0.955047694180011,21871,20342,27548,27494,1056,30821
NM Area,2018-04-07,0.945520670971573,0.740997645043888,25948,0.686678371087226,25967,0.729478678245429,0.778464117036568,0.953818853196089,17306,16036,23355,23353,1468,25478
NM Area,2018-04-08,0.949161193725116,0.746320380032708,28427,0.687957625798411,28402,0.720979929942059,0.771064823741344,0.953037053854377,19167,17664,25682,25676,1494,27893
NM Area,2018-04-09,0.957333666989897,0.735071366152054,31157,0.679065870008744,31143,0.70966439951348,0.762478316368278,0.954191443210292,20188,18639,27464,27448,1364,30605
NM Area,2018-04-10,0.926167349704734,0.801280531183306,29172,0.755352769218614,29178,0.717404500833994,0.769908068229671,0.95195949168233,20274,19121,25302,25314,2288,28701
NM Area,2018-04-11,0.95463391290477,0.810712681539152,30384,0.760235012349375,30417,0.721140871769378,0.773958646308487,0.952286449407666,21659,20315,26716,26722,1422,29923
NM Area,2018-04-12,0.961460572639187,0.768250247243691,31318,0.717668554723186,31383,0.718517549026024,0.771339601239038,0.95187083546899,20974,19639,27301,27365,1237,30860
NM Area,2018-04-13,0.966146317289228,0.773400949966072,31771,0.702919290211792,31718,0.71295218408312,0.768269131383248,0.951790306903111,21656,19648,28001,27952,1093,31193
NM Area,2018-04-14,0.965004505857615,0.824434580426971,26284,0.759224779959377,26228,0.722224334497499,0.778944281206381,0.954216250203768,19502,17942,23655,23632,932,25700
NM Area,2018-04-15,0.967678981066183,0.801962056724052,28804,0.74515193159261,28818,0.730242811259336,0.786747979808921,0.956741638503671,21009,19520,26197,26196,944,28263
NM Area,2018-04-16,0.9651086651492,0.82204798381269,31383,0.771350160690427,31412,0.743998615273105,0.799711113996365,0.957903712021321,22751,21361,27676,27693,1119,30952
NM Area,2018-04-17,0.957568,0.835082515780668,30401,0.801065651760228,30384,0.750520623133425,0.804502701190246,0.962431592271323,21961,21048,26298,26275,1326,29924
NM Area,2018-04-18,0.957105651259845,0.841215964192465,30962,0.802065853749487,30971,0.756558920023665,0.808904043283245,0.962778303901361,22553,21509,26810,26817,1367,30502
NM Area,2018-04-19,0.965852458007752,0.840666521455021,31787,0.790961677512654,31870,0.767383541414955,0.819564621904255,0.963437292941836,23157,21878,27546,27660,1110,31396
NM Area,2018-04-20,0.966640287331832,0.821042942613375,32320,0.765890206661459,32228,0.77682302142838,0.826722237420144,0.963519402557431,23192,21569,28247,28162,1096,31758
NM Area,2018-04-21,0.965668915644686,0.844281623715681,26401,0.788863598044174,26377,0.780584044133021,0.829248024361738,0.963603036235364,20050,18715,23748,23724,921,25906
NM Area,2018-04-22,0.968865902208309,0.830596107055961,28943,0.76711445051609,28979,0.78365464450432,0.833268141607146,0.963767380493251,21848,20215,26304,26352,915,28474
NM Area,2018-04-23,0.956555397287422,0.823898004273969,31385,0.772636545091635,31342,0.783853761826905,0.833545952551967,0.962495794717705,22747,21290,27609,27555,1403,30891
NM Area,2018-04-24,0.958177318017389,0.864686344077904,30670,0.821126547870734,30661,0.786718641236252,0.837747245097934,0.962578192245907,22909,21750,26494,26488,1318,30196
NM Area,2018-04-25,0.963380634652132,0.821256753756199,31144,0.774018394710597,31252,0.782679371597848,0.834866556132,0.963498644774444,22192,20955,27022,27073,1169,30754
NM Area,2018-04-26,0.970072082484261,0.796157267390144,32306,0.745356585849993,32389,0.775844236162204,0.828213236352777,0.964140022050717,22376,21028,28105,28212,984,31895
NM Area,2018-04-27,0.969980623043673,0.753892568575094,33108,0.691725144167303,33081,0.764466762314682,0.817897182102818,0.964661058473882,21740,19912,28837,28786,1007,32538
NM Area,2018-04-28,0.963004082802092,0.744174658233014,27435,0.680627630449884,27377,0.750543826314313,0.805014930430547,0.96432704838107,18236,16657,24505,24473,1033,26889
NM Area,2018-04-29,0.957790765234629,0.712179116000772,28563,0.664750366540628,28549,0.736431394392722,0.788685091549632,0.962846956268009,18449,17229,25905,25918,1235,28024
NM Area,2018-04-30,0.964667596466759,0.804515543453597,29565,0.749914730738621,29519,0.733005225876362,0.785729539266457,0.964035071561458,21273,19788,26442,26387,1064,29050
NM Area,2018-05-01,0.961688636742867,0.816647443291042,29246,0.769053649551002,29301,0.725542649552986,0.778836992709794,0.964565157903037,21241,20040,26010,26058,1148,28817
NM Area,2018-05-02,0.967837338262477,0.841799036230591,31852,0.798132439945826,31933,0.729397739126732,0.78212534408127,0.965231512325117,23583,22394,28015,28058,1044,31416
NM Area,2018-05-03,0.961051518356247,0.835831977936497,32265,0.791359288411987,32301,0.736339895006143,0.78810719377008,0.963856535403956,23639,22420,28282,28331,1289,31806
NM Area,2018-05-04,0.955686723636684,0.808267188949593,33119,0.758709721839713,33059,0.746612631657221,0.796464501598836,0.9616264271354,23523,22039,29103,29048,1509,32544
NM Area,2018-05-05,0.959154487425442,0.754579483912074,27976,0.692387281626806,27991,0.747947641706673,0.79767987335137,0.961124003400501,18949,17399,25112,25129,1171,27498
NM Area,2018-05-06,0.960712193216587,0.761263897015799,30039,0.699323706817766,30046,0.752287698433544,0.804086007945016,0.961511425154511,20816,19130,27344,27355,1207,29515
NM Area,2018-05-07,0.96133123980173,0.829341848500976,31768,0.775862068965517,31697,0.756065566943766,0.807733362492255,0.96105579263474,23375,21825,28185,28130,1256,31225
NM Area,2018-05-08,0.922397986139168,0.833654682242637,30126,0.788664854251623,30173,0.758791907964786,0.810090808968684,0.955409399213975,22051,20887,26451,26484,2497,29680
NM Area,2018-05-09,0.963612105039723,0.819450317124736,32289,0.755124322039867,32310,0.752528892368474,0.806862079157096,0.954816549570648,23256,21441,28380,28394,1200,31778
NM Area,2018-05-10,0.967820356982919,0.818711735161491,30709,0.749030653303094,30764,0.746297126299002,0.804276212914121,0.95571686860782,22332,20477,27277,27338,1006,30256
NM Area,2018-05-11,0.970431121166415,0.821010695571029,31441,0.766363538334352,31391,0.747334134098431,0.806112973542975,0.957848923053159,22875,21321,27862,27821,941,30883
NM Area,2018-05-12,0.964623886796438,0.764358242106933,27866,0.695688356978679,27890,0.747740569103986,0.807378703902764,0.958554124801572,19271,17555,25212,25234,1005,27404
NM Area,2018-05-13,0.955384036144578,0.684508861304441,30972,0.619380762745309,30973,0.735959931825549,0.796063605607584,0.957796952982539,19080,17264,27874,27873,1422,30450
NM Area,2018-05-14,0.954156839622642,0.757289584338595,32920,0.695596615437748,32852,0.724032920525354,0.785323059301296,0.956725798185594,21972,20141,29014,28955,1555,32365
NM Area,2018-05-15,0.969536382794099,0.798192556749448,31807,0.740591732830135,31777,0.71759713374152,0.780591044005678,0.963546979549101,22434,20801,28106,28087,983,31285
NM Area,2018-05-16,0.959660169312807,0.801137166266422,32282,0.754060815334202,32381,0.717438780725803,0.777900558191892,0.962958141038303,22685,21401,28316,28381,1339,31854
NM Area,2018-05-17,0.970980794781978,0.81555470034636,32593,0.762579879177288,32662,0.719639157281474,0.77771109982715,0.963464261226525,23311,21838,28583,28637,961,32155
NM Area,2018-05-18,0.967847505310903,0.780743821053691,34244,0.71540706450639,34237,0.712399354242606,0.772044037293575,0.963160993269248,23281,21327,29819,29811,1120,33714
NM Area,2018-05-19,0.965902410346855,0.816232831407338,28506,0.746411856474259,28398,0.718953917237466,0.778778499896157,0.963326319480975,20978,19138,25701,25640,986,27931
NM Area,2018-05-20,0.968527276360488,0.788046485888212,29585,0.730834501586365,29600,0.734707578693602,0.793418563495454,0.965135190079284,21360,19810,27105,27106,945,29081
NM Area,2018-05-21,0.965832768500832,0.811593179651922,31833,0.761218288460179,31821,0.744315282398808,0.801395204049868,0.966892336708005,22990,21544,28327,28302,1109,31349
NM Area,2018-05-22,0.929943955164131,0.650933571375437,30635,0.604840206376898,30665,0.725564372901888,0.781084231553326,0.961180883307113,17501,16295,26886,26941,2275,30199
NM Area,2018-05-23,0.964787469360914,0.773872331504839,32704,0.726618705035971,32775,0.721573170794224,0.777114672737154,0.961940527079754,22149,20806,28621,28634,1178,32276
NM Area,2018-05-24,0.963742861326695,0.735482544794272,33314,0.683208585392529,33374,0.709836325264573,0.765287659470069,0.960889584106616,21468,19990,29189,29259,1238,32907
NM Area,2018-05-25,0.961432969493423,0.718752056868295,34840,0.653423666381635,34861,0.70025167101402,0.755732232500064,0.959908276262742,21840,19868,30386,30406,1378,34352
NM Area,2018-05-26,0.955526941362916,0.681281554872262,29442,0.620499562787515,29409,0.683591350132774,0.73787063706142,0.958569397353166,17947,16321,26343,26303,1347,28941
NM Area,2018-05-27,0.940659612647732,0.631186245178964,30923,0.578215610704895,30909,0.662306181935954,0.715997873363883,0.954766947776031,17511,16053,27743,27763,1918,30404
NM Area,2018-05-28,0.956139325580036,0.706044329616535,33290,0.651929178180329,33169,0.64668032766251,0.70088728195625,0.953424893072839,20769,19110,29416,29313,1501,32721
NM Area,2018-05-29,0.949213808060727,0.694781705526306,31897,0.643750893750894,31966,0.651915852742299,0.706761380429719,0.956093401154444,19399,18007,27921,27972,1686,31512
NM Area,2018-05-30,0.954158499839101,0.731025161156165,33035,0.673489886395123,33084,0.644330825262147,0.700653483577848,0.954568367451557,21093,19445,28854,28872,1567,32616
NM Area,2018-05-31,0.948255114320096,0.669637883008356,32730,0.609364687901629,32793,0.633578714057909,0.691087003405506,0.952310545522917,19232,17543,28720,28789,1763,32308
NM Area,2018-06-01,0.9524067217317,0.650305723545725,33979,0.588195976204799,33964,0.62371942453276,0.680725495913053,0.950928472882765,19463,17600,29929,29922,1671,33439
NM Area,2018-06-02,0.960747663551402,0.709750566893424,29838,0.631765187916713,29774,0.625226842057771,0.684566180746325,0.951614076994533,19093,16961,26901,26847,1197,29298
NM Area,2018-06-03,0.949326951839665,0.687389296009447,32164,0.617789794786467,32207,0.630664678928815,0.6923564083896,0.952796867610531,19792,17822,28793,28848,1694,31736
NM Area,2018-06-04,0.95965012905076,0.717571480877409,33956,0.657542923820637,33916,0.631573455241124,0.694120629744334,0.953326223566752,21558,19723,30043,29995,1407,33463
NM Area,2018-06-05,0.962820436919069,0.779426957779461,33003,0.724752952518679,33007,0.643265979952154,0.706275521806623,0.955264239788761,22633,21049,29038,29043,1256,32526
NM Area,2018-06-06,0.958205733951643,0.744540585084467,33262,0.685379395434917,33343,0.645023738784535,0.708251871161404,0.955851638458768,21684,19998,29124,29178,1433,32854
NM Area,2018-06-07,0.956624406150732,0.720290000334102,34445,0.65757535342758,34496,0.651907273396296,0.715462875259498,0.957056919262293,21559,19722,29931,29992,1543,34030
NM Area,2018-06-08,0.944499944499944,0.689321989183485,34568,0.620490477605043,34531,0.656581782566112,0.721132086562105,0.955844057817866,20903,18799,30324,30297,2000,34036
NM Area,2018-06-09,0.949597614543589,0.65043266030619,30083,0.573596358118361,30063,0.64887068678684,0.713272473628821,0.95440424473276,17589,15498,27042,27019,1572,29617
NM Area,2018-06-10,0.950054190751445,0.622789444597955,32012,0.555904262656918,32058,0.640074320359867,0.704104590763693,0.954509882696597,18031,16119,28952,28996,1659,31557
NM Area,2018-06-11,0.956511961318978,0.696979667039547,34537,0.633596837944664,34492,0.636557093003392,0.70107175117795,0.954059151450412,21184,19236,30394,30360,1547,34026
NM Area,2018-06-12,0.963041485216594,0.754702456657072,34126,0.693281108767701,34145,0.632342146582861,0.697799606117338,0.954132022028591,22549,20709,29878,29871,1290,33614
